lookback,btc_sma,vol_target,score,2022_pct,2022_dd,2022_sharpe,2023_pct,2023_dd,2023_sharpe,2024_pct,2024_dd,2024_sharpe,2025_pct,2025_dd,2025_sharpe,2026_pct,2026_dd,2026_sharpe
90,50,0.3,-0.8490824897799121,-8.78083691567928,-9.588386195737385,-1.6556795447492576,23.80764346330928,-8.710683686773757,1.5551350307867606,36.79581027901304,-13.827292014719328,1.7830194176373162,-10.590794299742035,-17.78856294406086,-0.5873997542822087,3.9642281829747272,-8.427110306734653,0.5568719089878916
45,100,0.5,-0.8720154382613611,-14.505332781158586,-17.560489101128685,-1.6060965898654989,29.468802459230005,-24.087291546734548,1.153928760818217,50.34098150956625,-18.375804139660236,1.5758253995558615,-1.98324420126903,-18.299994611808458,0.03448724490797618,12.911046967395755,-12.167574457851881,0.935127948341198
20,0,0.3,-0.9024245516279973,-16.862848075156922,-17.09774711956151,-1.4082176399679929,31.01015572932355,-14.45996664269692,1.6704826246462918,29.251726839269754,-18.340597740864272,1.5600419995062764,0.8847177721122756,-12.519529246164229,0.13311238169966835,6.418149848311905,-17.78966789482882,0.5481556336097817
45,50,0.8,-0.927327223969126,-18.75488779971849,-22.799032556570943,-0.8815070367461434,60.06284031979992,-22.52079029088019,1.6563032722494317,52.52320052454631,-31.04669536439012,1.298712384111996,-15.084922538009572,-23.44367974556868,-0.40562123213760376,14.926494142437985,-19.03035018853191,0.8383116554652666
60,0,0.3,-0.9380760393743905,-16.467295532234317,-18.049416949572418,-1.7077562148309784,26.517128702195357,-13.738417484725296,1.3076551854818304,34.09638141825568,-17.12497899019889,1.6599335031990625,3.722937442018792,-10.512100918144585,0.2948573813489505,9.648852013636322,-12.116016732088896,0.8347895930316408
10,50,0.8,-0.9456001951319484,-22.673928364424867,-27.938855425489873,-0.9625529051948035,84.20268559957451,-14.89321130651079,2.0940933484957744,103.1743590705125,-24.45573256902618,2.364033164025059,-1.3654543691582144,-20.575532914008697,0.0996489264814918,6.972167776667515,-17.451183668403313,0.4726036945065923
14,0,0.8,-0.9612921894694383,-22.284627291592017,-28.093097851969528,-0.6187682826637994,89.81918927226715,-22.622688620606148,1.9441208843464999,84.00915959550646,-23.9801138287268,1.924745019395176,-13.220517666247378,-31.94501863829615,-0.25061694323892025,6.933885014126662,-26.29526824343206,0.44710885875888967
45,100,0.8,-1.0412999035491404,-18.437288913373308,-23.064562822708623,-1.518095814196666,44.461662554609546,-27.740647820133223,1.3214375107166092,60.80120925597803,-25.283389366647224,1.4314806288837736,-7.252143634147878,-23.942653273467094,-0.06646487424497839,16.809975110738364,-12.16757445785187,1.013810114148988
30,50,0.8,-1.0427396597190415,-21.89708877298203,-23.300581724890378,-1.0524136242976014,76.74472698102474,-15.464458293234252,1.911293399843283,85.28714125035519,-24.307550028367864,1.8405509060879865,0.6080167384198143,-17.299755556963348,0.18041815489579463,1.0567173532009644,-28.930247805042185,0.19345893191485072
45,0,0.3,-1.0665096729707129,-17.712287881432232,-18.66011118520682,-1.6697331159558058,20.14210192677226,-18.828674714240844,1.1989116254533196,27.958869307637958,-15.55078233496504,1.449582526270046,0.23213877874090905,-12.042867497991816,0.09324704547898913,9.54883472140704,-13.19436176338382,0.8299084528448016
