variant,vol_target,lev,is_total_pct,is_cagr_pct,is_maxdd_pct,is_sharpe,oos_total_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe
rotation_60d_top4_every7,,3,-58.72484508714568,-25.544593801268213,-90.15870555989464,0.6070436081345547,-55.01788155692036,-37.09808669329476,-82.2382758170558,0.22878327383930833
rotation_60d_top4_every14,,1,231.60667367415263,49.12178288435436,-39.625478270800315,1.068174934886734,-8.417133865084258,-4.974245548002121,-45.313117507880406,0.12008449227738677
rotation_60d_top4_every14,,2,177.3405594293122,40.49831930704193,-71.44286547448753,0.8482688537119984,-47.8536970741867,-31.465583157345122,-74.84336128199996,0.010082073839999801
rotation_60d_top4_every14,,3,-53.626541921943584,-22.597231569900178,-88.98238082987562,0.6282106752794124,-58.53336431966662,-39.99935734208423,-84.75015812125015,0.1761819663401176
reversion_rsi2_10_60_sma100,,1,3.1147120066858935,1.0276407068298132,-10.453875942114244,0.1490978555259958,8.220022357411017,4.690732133346032,-9.959731191209142,0.5720446529246007
reversion_rsi2_10_60_sma100,,2,2.8292761398348576,0.9343350383842042,-20.458720847104072,0.14909785552599356,15.636464125482652,8.796028421035906,-19.31383927027539,0.5720446529245972
reversion_rsi2_10_60_sma100,,3,-9.230195599321544,-3.176569345587421,-29.9382472793858,0.07054610859106164,5.509380582147805,3.160986791948006,-37.08531037881115,0.24839235907124393
reversion_rsi2_10_60_sma100,0.5,1,1.8051567876212093,0.5981341515366001,-6.244433814684025,0.11973886482833411,9.296082890629354,5.293536811656252,-5.884078415388427,0.7674053564647783
reversion_rsi2_10_60_sma100,0.5,2,2.080527483897554,0.6887544433606729,-12.268998410146658,0.11973886482832775,18.462316143214895,10.331007424523042,-11.682732216411951,0.7674053564647633
reversion_rsi2_10_60_sma100,0.5,3,-16.097101659834458,-5.682491230566066,-31.55743291571139,-0.08430270518639879,27.349933701775985,15.061308020111163,-17.371554384967357,0.7674053564647564
reversion_rsi2_10_60_sma200,,1,6.704787041388061,2.1867612039288,-10.49429151935467,0.252305053685132,4.4271742348606535,2.54564688912986,-9.541735624504366,0.32358837750163794
reversion_rsi2_10_60_sma200,,2,9.865279342496791,3.185852070220996,-21.126415875254956,0.25230505368512757,-2.189361574092341,-1.276354675599678,-18.572078155302187,0.03928087949339901
reversion_rsi2_10_60_sma200,,3,-0.03222718646447298,-0.01074354968542135,-31.61444464765455,0.17230875223085088,-11.811665353025925,-7.034279302251544,-36.42163170772871,-0.12536506996025673
reversion_rsi2_10_60_sma200,0.5,1,4.567032561457518,1.499739558313995,-6.342568878461908,0.23926028850276015,4.07084503567352,2.34245390218617,-5.542545944327171,0.3967369796772699
reversion_rsi2_10_60_sma200,0.5,2,7.536623719846158,2.451612686166782,-12.645196273677527,0.23926028850276784,-1.8041794977716408,-1.0509385472927457,-13.226326982884418,0.012208816683918326
reversion_rsi2_10_60_sma200,0.5,3,-19.635753655128106,-7.027546469256629,-40.0498633632547,-0.06119324810274617,3.026303725070334,1.7451260871448548,-16.33441037612754,0.1885151321999938
reversion_rsi2_10_70_sma100,,1,1.080800891240563,0.35897677849516807,-12.43342078406392,0.08880771064723908,8.754104534252516,4.990235665769105,-11.635430723675444,0.5116995835605218
reversion_rsi2_10_70_sma100,,2,-1.8833997824928117,-0.6317830194659368,-23.78542903584754,0.08880771064723937,16.0696183753098,9.032327546032626,-22.466903389247083,0.5116995835605264
reversion_rsi2_10_70_sma100,,3,-16.30854000544738,-5.761785723401058,-38.04346044758189,0.019309262431685056,5.166275621638827,2.9661861596150363,-41.60145339656709,0.2480766562310671
reversion_rsi2_10_70_sma100,0.5,1,0.9957707506927926,0.3308279055945329,-8.611469964704598,0.08138356937960266,9.045508996006246,5.153389657393914,-6.28369655439065,0.6432049312076139
reversion_rsi2_10_70_sma100,0.5,2,0.0813526071348658,0.027110185425915923,-17.00875070269695,0.0813835693795968,17.526484136175124,9.824390645015013,-12.522782707373349,0.6432049312076195
reversion_rsi2_10_70_sma100,0.5,3,-19.017120849332336,-6.789592995232985,-37.82947030074333,-0.09969610832928735,25.227499960180587,13.944611141986352,-18.67639978570694,0.6432049312076119
reversion_rsi2_10_70_sma200,,1,1.4834368011863441,0.49205379322265763,-14.531088980683737,0.1008527855963172,6.594061807961071,3.7750814642719677,-10.980853163869808,0.4026826527111765
reversion_rsi2_10_70_sma200,,2,-1.4017475969581028,-0.4694495794402953,-28.3354719627258,0.1008527855963108,1.4153925166095371,0.8189092989715929,-21.35713926766917,0.15084915648050667
reversion_rsi2_10_70_sma200,,3,-16.016429750963923,-5.6522724247214935,-41.09828345683532,0.033336670345313874,-7.540637500557978,-4.447561412279189,-40.004186898698,0.01771911833479063
reversion_rsi2_10_70_sma200,0.5,1,0.7140772472525425,0.23746142347587096,-8.08457846896733,0.07029720373847012,5.813345863533659,3.333343553741086,-5.848887437806571,0.47815704776658735
reversion_rsi2_10_70_sma200,0.5,2,-0.6854445070218929,-0.22900553737343898,-15.88034374470767,0.07029720373848083,1.2615434546630055,0.7301296285539438,-13.226326982884428,0.1303078157284802
reversion_rsi2_10_70_sma200,0.5,3,-29.14992875290513,-10.851625166221169,-42.378201808795104,-0.16706220652284662,7.500699338525196,4.286366651068807,-17.43369393109586,0.2953105043839482
reversion_rsi2_20_60_sma100,,1,8.273628939283672,2.685131671589658,-15.766208393136793,0.24610291061688838,0.4601509061107345,0.26676191681964667,-14.388876595156264,0.08684735300918803
reversion_rsi2_20_60_sma100,,2,8.85397774180252,2.8682696346239434,-30.512798989388823,0.24610291061688133,-8.191954724357986,-4.83873484910079,-27.85363951567561,-0.03559791821006445
